0,lang
"O dabi ẹni pe gbajumọ ọkunrin to maa n mura bi obinrin, Idris Okuneye ti ọpọ eeyan mọ si Bobrisky tun ti kanjangbọn ajọ EFCC to n gbogun ti iwa ibajẹ ni Naijiria lẹyin ti ajọ naa ranṣẹ pe e wi pe ko wa sọ tẹnu rẹ lori fọnran kan to ti lu ori ayelujara pa ninu eyi ti o ti sọ pe awọn oṣiṣẹ EFCC gba miliọnu mẹẹdogun naira lọwọ oun.",yoruba
"Bobrisky ati gbajugbaja alẹnulọrọ ori ayelujara, Martins Otse, tawọn eeyan mọ si VeryDarkMan ni EFCC sọ pe ki wọn wa sọ tẹnu wọn tori VeryDarkMan lo gbe fọnran ọhun sita.",yoruba
Loṣu Kẹjọ to lọ ni Bobrisky gba itusilẹ lọgba ẹwọn lẹyin oṣu mẹfa to lo lẹwọn.,yoruba
"Ọjọ kejila, oṣu Kẹrin, ọdun 2024 yii ni adajọ Abimbola Awogboro sọ Bobrisky sọgba ẹwọn lẹyin to jẹbi ẹsun ṣiṣe owo naira baṣubaṣu.",yoruba
Ni irọlẹ ọjọ Iṣẹgun ana ni VeryDarkMan ṣe fidio kan ninu eyi ti o ti sọ ọpọlọpọ ọrọ nipa awọn ohun ti o ṣẹlẹ lẹyin ti EFCC fẹsun ṣiṣe owo naira baṣu baṣu kan Bobrisky.,yoruba
Ninu fọnran ti VeryDarkMan ṣe yii ni o ti fi ọrọ ti Bobrisky sọ lori foonu pẹlu ẹnikan nibi to ti sọ pe awọn oṣiṣẹ EFCC kan sọ foun pe EFCC yoo yọ ẹsun kiko owo lọ si oke okun lara awọn ẹsun ti wọn fi kan oun toun ba le san miliọnu mẹẹdogun.,yoruba
VeryDarkman fẹsun kan EFCC pe kete ti ajọ naa gba miliọnu mẹẹdogun ti wọn beere lọwọ Bobrisky tan ni wọn yọ ẹsun jiji owo ko lọ soke okun kuro ninu awọn ẹsun ti wọn fi kan an lootọọ.,yoruba
Bobrisky ṣalaye ninu fọnran naa pe ‘’bayii ni mo bẹrẹ si ni pe ọpọ awọn ọrẹ mi lori foonu wi pe ki wọn ran mi lọwọ pẹlu owo.,yoruba
"Lẹyin o rẹyin, awọn ọrẹ mi da owo jọ fun mi titi ti owo naa fi pe N15m ti EFCC sọ pe ki n mu wa.",yoruba
Bayii ni mo ṣe san miliọnu mẹẹdogun yii ti ajọ naa si yọ ẹsun jiji owo ko lọ oke okun kuro ninu ẹsun ti wọn kan mi.,yoruba
Lẹyin naa ni wọn sọ pe ẹsun ṣiṣe owo naira baṣu baṣu nikan ni mo maa jẹjọ lori rẹ.’’,yoruba
Bobrisky tun ṣalaye ninu fọnran ohun rẹ ti VeryDrakman gbe jade wi pe oun ti wa loju ọna si ọgba ẹwọn nigba ti baba isalẹ oun pe oun lori ago pe koun ma foya tori oun o ni wọ inu ọgba ẹwọn.,yoruba
‘’Bayii ni baba isalẹ mi sọ fun mi pe oun yoo ṣeto ile to dara kan fun mi ti ko jina sọgba ẹwọn.,yoruba
O ni oun yoo pe ọga ọgba ileeṣẹ ijọba to n ri si ọgba ẹwọn ni Naijiria to wa l’Abuja nipa ọrọ naa.,yoruba
"Lẹyin naa ni wọn gbe mi lọ sinu ile kan, wọn si sọ fun mi pe n ko gbọdọ jade titi ti ọjọ to yẹ ki n fi wa lẹwọn yoo fi pe.",yoruba
"Wọn ni ọga agba to n ri si ọrọ ọgba ẹwọn yii yoo gba miliọnu meje naira,’’ Bobrisky ṣalaye.",yoruba
VeryDarkMan wa kepe ọga agba ileeṣẹ ijọba to n ri si ọrọ ọgba ẹwọn ni Naijiria pe ko wa sọ tẹnu rẹ lori ọrọ naa.,yoruba
Bobrisky tun sọ pe akọrin takasufee Falz the Bad Guy naa sọ fun baba rẹ Femi Falana to jẹ agbẹjọro agba nipa oun.,yoruba
O ni Falana sọ pe oun le bẹbẹ wi pe ki ile ẹjọ foju aanu wo oun lori ọrọ naa.,yoruba
"Falana sọ pe ‘ijọba apapọ le darijin mi, o ni oun yoo kọ ẹbẹ naa ranṣẹ si minisita eto idajọ ni Naijiria ẹni ti yoo gbe e lọ siwaju aarẹ fun ibuwọlu.",yoruba
Ṣugbọn ohun ti a gbọ ni pe ọkunrin naa ni miliọnu mẹwaa naira loun maa gba ki oun to le ṣiṣẹ naa.’’,yoruba
VeryDarkMan wa sọ pe awọn aṣiri ti Bobrisky tu sita yii fihan pe iwa ibajẹ ko le tan nilẹ kiakia lorilẹede Naijiria.,yoruba
O wa kepe ajọ EFCC lati ṣe iṣẹ iwadii lori awọn ẹsun to jẹ jade ninu ọrọ ti Bobrisky sọ.,yoruba
"Ẹwẹ, alaga ajọ EFCC, Ọgbẹni Ola Olukayode ti paṣẹ pe ki iwadii kikun bẹrẹ lori ẹsun ti Bobrisky fi kan awọn oṣiṣẹ ajọ naa kan ninu fọnran ti VerDrakMan gbe jade wi pe wọn gba N15m lọwọ oun ki ajọ EFCC le yọ ẹsun kiko owo lọ si oke kuro ninu awọn ẹsun ti wọn fi kan an.",yoruba
Alaga EFCC sọrọ yii ninu atẹjade to fi lede loju opo Facebook ajọ naa lalẹ ọjọ Iṣẹgun.,yoruba
"Ni bayii, ajọ EFF ti wa ranṣẹ pe Bobrisky fun ra rẹ ati VeryDarkMan to gbe fọnran naa sita lati wa sọ tẹnu wọn lori ẹsun ti Bobrisky fi kan awọn oṣiṣẹ EFCC.",yoruba
"Ajọ EFCC fi da araalu loju pe iwadii kikun yoo waye lori ọrọ naa, bakan naa si ni ajọ EFCC yoo sọ abajade rẹ faye gbọ.",yoruba
"Ọgbẹni Olukayode ni ajọ EFCC yoo maa tẹsiwaju lati maa ṣiṣẹ rẹ pẹlu otitọ, igboya ati aiṣegbe lẹyin ẹnikan.",yoruba
"This article contains content provided by Facebook.  We ask for your permission before anything is loaded, as they may be using cookies and other technologies.  You may want to read Facebook cookie policy and privacy policy before accepting. To view this content choose 'accept and continue'.",yoruba
"End of Facebook post, 1",yoruba
Content is not available,yoruba
Bobrisky ti sọ pe irọ to jina si otitọ ni fọnran ohun oun ti VeryDarkMan gbe jade ninu eyi ti o ti sọ pe awọn oṣiṣẹ EFCC kan gba N15m lọwọ oun ki wọn le yọ ẹsun jiji owo ko lọ soke okun kuro ninu awọn ẹsun ti wọn fi kan an.,yoruba
Bobrisky fi ọrọ naa lede loju opo ayelujara rẹ wi pe oun o fun oṣiṣẹ EFCC kankan lowo.,yoruba
"‘’Mo ti gbọ nipa fọnran kan to lu ori ayelujara pa eyi tawọn kan ti ṣe ẹda ohun mi wi pe mo ni mo san N15m fun ajọ EFCC, ati wi pe mi o lọ sẹwọn rara.",yoruba
Irọ nla nio! Mi o sanwo kankan fun ajọ EFCC o.,yoruba
"Mo lọ sẹwọn, ọjọ mi si pe pere pere ki n to jade lọgba ẹwọn.",yoruba
"Mo fẹ ki gbogbo eeyan kọ eti ikun si iroyin ẹlẹjẹ yii,’’ Bobrisky ṣalaye.",yoruba
"This article contains content provided by Facebook.  We ask for your permission before anything is loaded, as they may be using cookies and other technologies.  You may want to read Facebook cookie policy and privacy policy before accepting. To view this content choose 'accept and continue'.",yoruba
"End of Facebook post, 2",yoruba
Content is not available,yoruba
© 2024 BBC. BBC kò mọ̀ nípa àwọn ohun tí ó wà ní àwọn ojú òpó tí ó wà ní ìta. Ọwọ́ tí a fi mú ìbáṣepọ̀ ti ìta.,yoruba
"Àwọn olùgbé Lebanon ń sá kiri torí ìkọlù Israel, bí èèyàn tó kú ṣe di 550",yoruba
Ìdí rèé tí ìjọba fi gbọdọ̀ yọ owó ìrànwọ́ orí epo pátápátá - Dangote,yoruba
"Èèyàn 300,000 ní ìjọba ìbílẹ̀ mẹ́fà ni yóò di aláìnílélórí tí Makinde kò bá yí ìlànà padà lórí líla ọ̀nà Circular yíká Ibadan",yoruba
Àlàyé lórí ìdájọ́ ikú fáwọn ọ̀daràn márùn ún tó digunjalè ní bánkì nílùú Offa níbi tọ́pọ̀ ẹ̀mí ti ṣòfò,yoruba
"""Mo gbàdúrà pé kí n jẹ́ ẹlẹ́mìí gígùn, kí ń le è máa ṣe àwọn nǹkan mèremère ní orúkọ bàbá mi"" - Rukayat Gawat",yoruba
"Àwọn ẹlẹ́sìn ìbílẹ̀ ní àwọn òṣèré tíátà ń tàbùkù ìṣẹ̀ṣe nínú fíìmù, àwọn òṣèré fèsì",yoruba
Ìdí rèé tí ìjọba fi gbọdọ̀ yọ owó ìrànwọ́ orí epo pátápátá - Dangote,yoruba
"Wọ́n ti sin òkú Rukayat Gawat, akọrin Islam tó jáde láyé",yoruba
Wo ọ̀nà táwọn ọmọ ilẹ̀ Amẹ́ríkà tó wà ní Naijiria yóò gbà dìbò tó ń bọ̀,yoruba
Bàbá Sàlá ló já ọ̀rá ẹ̀bùn eré ìtàgé lára mi lọ́dún 1990 – Gabriel Afolayan,yoruba
Wo oyè pàtàkì méje nílẹ̀ Yorùbá tó wà fáwọn obìnrin alágbára,yoruba
Rògbòdìyàn bẹ́ sílẹ̀ lẹ́yìn tí àjọ elétò ìdìbò KWSIEC kéde pé APC jáwé olúborí ní gbogbo ìjọba ìbílẹ̀ Kwara,yoruba
"Iná mọ̀nà-mọ́ná pa ọmọ ọdún 13 l'Ogun, ọlọ́pàá bá òkú rẹ̀ lọ́wọ́ afurasí tó ti gé ọwọ́ rẹ̀ méjèéjì",yoruba
Ọlọ́pàá yìnbọn pa dókítà tí wọ́n fẹ̀sùn kàn pé ó sọ̀rọ̀ òdì sí ẹ̀sìn Islam,yoruba
Ìjọba Canada gbé òfin tuntun fáwọn tó bá fẹ́ jápa lọ sí orílẹ̀èdè náà,yoruba
"Oríṣun àwòrán, Rukayat Gawat/ Facebook",yoruba
"Lẹyin ti iroyin iku Rukayat Gawat ja lulẹ ni owurọ ọjọ Iṣẹgun, ọjọ kẹrinlelogun oṣu Kẹsan-an ọdun 2024, ibeere to gba ẹnu awọn eeyan ni pe ki lohun to pa obinrin olorin Islam naa gan-an lojiji.",yoruba
"Ọna lati se awari iru iku to pa akọrin Islam naa, lo mu ki BBC Yoruba ba awọn olorin Islam mẹta, ti wọn sunmọ Oloogbe Rukayat daadaa nigba aye rẹ, sọrọ lori iru iku to pa oloogbe naa.",yoruba
"Awọn gbajumọ akọrin to sun mọ Rukayat bii isan ọrun, ti a ba sọrọ ni Barrytide, Temi ni Success ati Aminat Ọmọtayebi.",yoruba
"Lara awọn akọrin Islam naa, Barrytide, to ni oun wa nibi ti wọn tẹ oloogbe Rukayat si, fi omije salaye fun BBC Yoruba nipa iku to pa akẹẹgbẹ rẹ naa.",yoruba
"Nigba to n tara poro nipa iku aitọjọ to pa Rukayat, Barrytide sọ pe:",yoruba
"‘’Haa, Aduke ti lọ o, o ti lọ o. Mi o riru eleyi ri o.",yoruba
"Eleyii ju ẹmi mi lọ o, iwaju ẹ la wa bayii o, ta n pe e, ti ko dahun o.",yoruba
"Aduke ti lọ o, eleyii pọ, haa.""",yoruba
"‘’Wọn lo rẹ ẹ ni o. Lọjọ party Temi-ni- Suceess, a jọ wa nibẹ ni, ọjọ yẹn ni mo ri Aduke gbẹyin, ṣugbọn a maa n sọrọ daadaa.",yoruba
"‘’Eeyan daadaa ni, oni la maa sin, ko sẹni kan to gẹẹti ara ẹ ninu gbogbo wa bayii o.’’",yoruba
"Nigba to n dahun ibeere BBC pẹlu ọkan to wuwo pupọ, Alaaja Mistura Aderohunmu Asafa ( Temi ni success) naa sọ pe:",yoruba
"‘’Ẹ wo o, iya mi ni, Anti mi ni, a ṣi sọrọ lọjọ Jimọ.",yoruba
"Wọn ko ṣe bii ẹni ti nnkan kan n ṣe o, mi o le dahun lori iku to pa wọn, Ọlọun lo n dárà ni ki n sọ.",yoruba
"‘’ Anti mi alaniyan ire, ẹni to ni inu ire ni, nnkan oni nnkan, o maa gbe e sori ni.",yoruba
"Mi o le sọ ju bẹẹ lọ bayii naa, ẹ jọọ ( O bu sẹkun).",yoruba
Alaaja Aminat Ọmọtayebi:,yoruba
"""Haa, mi o le sọ nnkan kan bayii, ọkan mi wuwo.",yoruba
"Mi o le sọ nnkan kan. Ẹ ma binu, ti a ba pari isinku, boya mo le ba yin sọrọ nigba yẹn’’",yoruba
"Oríṣun àwòrán, Facebook/ Instagram",yoruba
"Gẹgẹ bi awọn olorin Islam mẹtẹẹta yii ṣe wi, oni yii ti i ṣe ọjọ Iṣẹgun, ọjọ kẹrinlelogun oṣu kẹsan-an ọdun 2024, ni wọn yoo sin oku Rukayat Gawat .",yoruba
"Ilu Ijebu Ayepe, ti i ṣe ilu ọkọ rẹ ni wọn yoo sin in si nipinlẹ Ogun gẹgẹ bi wọn ṣe fidi ẹ mulẹ.",yoruba
"BBC Yoruba yoo tun maa mu iroyin wa nipa isinku Oloogbe Rukayat Gawat, bo ba ṣe n lọ.",yoruba
"Oríṣun àwòrán, Oloogbe Rukayat Gawat Oyefeso/ Facebook",yoruba
"Saaju la ti mu iroyin wa fun yin pe gbajugbaja olorin Islam nni, Rukayat Gawat Oyefeso, ti jade laye.",yoruba
"Laarọ kutu ọjọ Iṣẹgun, ọjọ kẹrinlelogun oṣu Kẹsan-an ọdun 2024 yii ni iroyin iku obinrin olorin Islam naa gbode kan.",yoruba
"Nigba to n kede iku Rukayat loju opo Facebook rẹ laaarọ ọjọ Iṣẹgun naa, Aafaa Aribidesi, ti At-Tawdeeh Islamic Da’awah, kọ ọ sibẹ pe:",yoruba
‘’ A ba ẹbi Ruqayat Gawat kẹdun fun òfò nla yii. Ki Allah fori ẹṣẹ rẹ jin in. Ruqayat Gawat ti lọ!,yoruba
"Oríṣun àwòrán, Facebook",yoruba
"Bakan naa,  Jubril A. Gawat , tii se ẹgbọn akọrin ẹmi naa, to tun jẹ amugbalẹgbẹ fun gomina Babajide Sanwo-Olu nipinlẹ Eko, gbe iroyin iku Rukayat aburo rẹ soju opo ayelujara X rẹ.",yoruba
"Oríṣun àwòrán, Jubril A. Gawat/X",yoruba
"Tẹ o ba gbagbe, ọmọ Oloogbe Abdulrasak Gawat, atọkun eto ‘Ẹ ji saari’ lorii tẹlifiṣan nigba kan ni Ruqayat Gawat.",yoruba
"Lasiko aawẹ Ramadan ni Rasak Gawat maa n ṣe eto rẹ, nigba ti awọn musulumi ba n ji saari lọwọ.",yoruba
"Awọn ẹbun rabandẹ bii ilẹ, aṣọ olowo nla, apo irẹsi ati bẹẹ bẹẹ lọ ti Baba Ruka maa n pin lori eto naa lo sọ ọ di ko ṣee ma wo fun awọn eniyan, titi kan awọn ti ki i ṣe musulumi.",yoruba
"Ṣadeede ni Abdulrasak di awati, ninu oṣu keje ọdun 2012.",yoruba
"Mọto rẹ ni wọn deede ba lori afara ẹlẹkẹẹta (3rd Mainland bridge nipinlẹ Eko), lati ọdun naa ni wọn ko si ti ri Gawat mọ.",yoruba
"Wọn ko ri oku rẹ, bẹẹ ni ẹnikẹni ko foju kan an mọ titi doni.",yoruba
"Iṣẹlẹ iku baba rẹ lo sọ Rukayat Gawat aya Oyefeso di olorin Islam, nigba to gbe awo akọkọ rẹ to pe ni ‘’ Aye le’’ jade.",yoruba
Ninu awo naa lo ti sunkun kikoro lati daro baba rẹ.,yoruba
Ọpọlọpọ olorin Islam ni Ruka ti ba kọ orin papọ yatọ si awọn orin tiẹ to da kọ.,yoruba
"Awọn bii Saoti Arewa, Ere Asalatu, Amina ọmọ t’ayebi ati bẹẹ bẹẹ lọ.",yoruba
© 2024 BBC. BBC kò mọ̀ nípa àwọn ohun tí ó wà ní àwọn ojú òpó tí ó wà ní ìta. Ọwọ́ tí a fi mú ìbáṣepọ̀ ti ìta.,yoruba
"Àwọn èèyàn tí àdó ikú Israel pa ní Lebanon wọ 492, 1,645 sì farapa",yoruba
Wo ọ̀nà táwọn ọmọ ilẹ̀ Amẹ́ríkà tó wà ní Naijiria yóò gbà dìbò tó ń bọ̀,yoruba
"""Ọkùnrin mẹ́rin sí márùn-ún ni mo ń wọ́ ara fún lójúmọ́, àwọn míràn máà ń bèèrè ‘ìtura’ lẹ́yìn ara wíwọ́""",yoruba
Àlàyé lórí ìdájọ́ ikú fáwọn ọ̀daràn márùn ún tó digunjalè ní bánkì nílùú Offa níbi tọ́pọ̀ ẹ̀mí ti ṣòfò,yoruba
"""Mo gbàdúrà pé kí n jẹ́ ẹlẹ́mìí gígùn, kí ń le è máa ṣe àwọn nǹkan mèremère ní orúkọ bàbá mi"" - Rukayat Gawat",yoruba
"Àwọn ẹlẹ́sìn ìbílẹ̀ ní àwọn òṣèré tíátà ń tàbùkù ìṣẹ̀ṣe nínú fíìmù, àwọn òṣèré fèsì",yoruba
Ìdí rèé tí ìjọba fi gbọdọ̀ yọ owó ìrànwọ́ orí epo pátápátá - Dangote,yoruba
"Wọ́n ti sin òkú Rukayat Gawat, akọrin Islam tó jáde láyé",yoruba
Wo ọ̀nà táwọn ọmọ ilẹ̀ Amẹ́ríkà tó wà ní Naijiria yóò gbà dìbò tó ń bọ̀,yoruba
Bàbá Sàlá ló já ọ̀rá ẹ̀bùn eré ìtàgé lára mi lọ́dún 1990 – Gabriel Afolayan,yoruba
Wo oyè pàtàkì méje nílẹ̀ Yorùbá tó wà fáwọn obìnrin alágbára,yoruba
Rògbòdìyàn bẹ́ sílẹ̀ lẹ́yìn tí àjọ elétò ìdìbò KWSIEC kéde pé APC jáwé olúborí ní gbogbo ìjọba ìbílẹ̀ Kwara,yoruba
"Iná mọ̀nà-mọ́ná pa ọmọ ọdún 13 l'Ogun, ọlọ́pàá bá òkú rẹ̀ lọ́wọ́ afurasí tó ti gé ọwọ́ rẹ̀ méjèéjì",yoruba
Ọlọ́pàá yìnbọn pa dókítà tí wọ́n fẹ̀sùn kàn pé ó sọ̀rọ̀ òdì sí ẹ̀sìn Islam,yoruba
Ìjọba Canada gbé òfin tuntun fáwọn tó bá fẹ́ jápa lọ sí orílẹ̀èdè náà,yoruba
"Ọmọwe Fayemi Fatunde Fakayode, Aarẹ Agbe’faga ilẹ Yoruba to tun jẹ Jagunmolu Awo Agbaye ti sọ pe ọpọlọpọ nnkan lawọn to n ṣere tiata ati ere idẹrinpoṣonu ti wọn n pe ni sikiiti n ṣe to n ṣakoba fun iṣẹṣe, aṣa ati iṣẹ ọmọ Oduduwa.",yoruba
Jagunmolu Awo Agbaye fidi ọrọ yii mulẹ nibi ijiroro to waye laarin awọn oṣere tiata Yoruba atawọn oniṣẹṣe niluu Ibadan.,yoruba
Aarẹ Agbef’aga ni wọn maa n ṣafihan iṣẹṣe lọna tawọn eeyan yoo fi korira iṣẹṣe.,yoruba
O ni ‘’wọn maa n jẹ kawọn eeyan ri awọn oniṣẹṣe bi eeyan buburu.,yoruba
"Wọn le ṣe afihan babalawo gẹgẹ bi ẹni to n pa eeyan, tabi ẹni to n ṣe ogun ika to jẹ wi pe wọn a wa ṣafihan awọn ẹlẹsin mii gẹgẹ ẹni to n tu eeyan silẹ.",yoruba
Bakan naa ni wọn tun maa n ṣafihan iṣẹṣe gẹgẹ ohun ti ko ni agbara kankan.'',yoruba
"Ọmọwe Fakayode fikun ọrọ rẹ pe ''nigba mii, awọn oṣere tun maa n fi aṣa wa wọlẹ, wọn le mu ẹku egungun ki wọn gbe wọ obinrin lọrun eleyii to jẹ eewọ ninu aṣa ati iṣe Yoruba.",yoruba
"A tun ri pe ti wọn ba fẹ lo babalawo, wọn kii lo awọn to jẹ babalawo gidi, awọn ti ko mọ nkan kan nipa iṣẹṣe ni wọn maa n lo.",yoruba
Nkan ti ko bara mu ni iru awọn eeyan bayii saba maa n sọ.,yoruba
"Wọn le ṣe afihan babalawo ko wọ aṣọ radarada, nigba ti pasitọ tabi alfa yoo wọ aṣọ to dara.",yoruba
Wọn tun le ya ori eeyan sara ogiri abawọle babalawo ti a si mọ pe ọrọ ko ri bẹẹ.,yoruba
Bakan naa ni wọn maa n ṣe afihan babalawo gẹgẹ bi ẹni ti yoo maa bawọn eeyan ṣogun owo ti yoo maa pa eeyan.,yoruba
Aworan ti wọn fi n han awọn eeyan nipa iṣẹṣe ko tiẹ jọ bi iṣẹṣe ṣe ri rara.’’,yoruba
"Nigba to n fesi, gbajumọ oṣere Jaiye Kuti sọ pe oriṣiiriṣii ẹsun lawọn oniṣẹṣe fi maa n kan awọn oṣere tiata.",yoruba
Arabinrin Kuti sọ pe awọn kan lo kọkọ maa n ro nipa ere ti wọn fẹ ṣe ki wọn to pe awọn oṣere wi pe ki wọn kopa ninu rẹ.,yoruba
O ni kii ṣe wi pe awọn oṣere n ba iṣẹṣe jẹ.,yoruba
"Kuti sọ pe ‘’nigba mii gbogbo ohun ti a n ṣe, a kan n ṣe ni tiwa ni fun igbadun tiyin.",yoruba
"Bi oyinbo ṣe n ṣe tiẹ bi gbogbo wọn ṣe n ṣe ti wọn, tori naa kii ṣe ẹbi wa.",yoruba
"Ti a ba ṣafihan ile babalawo sabẹ igi ọgẹdẹ, o ni ohun ti a fẹ tọka si.",yoruba
"A ti ṣe babalawo to n ṣe daadaa, a si tun ti ṣe babalawo to n ṣe buruku.’’",yoruba
Oṣere miran Taiwo Ibikunle sọ pe ‘’ọpọlọpọ igba ni a maa n ṣere ti awọn ẹlẹsin Kristẹni maa n wa nibẹ ti a maa pe wọn ni ẹlẹsin eke.,yoruba
"Bẹẹ naa ni a ri ninu awọn ẹlẹsin musulumi, bo dẹ ṣe ri naa niyii laarin awọn oniṣẹṣe.",yoruba
"Ti a ba wo o daadaa awọn oniṣẹṣe yii kan naa lawọn eeyan n lọ sọdọ wọn fun ogun owo, awọn naa lawọn pasitọ atawọn alfa maa n lọ ba lati gba afọṣẹ lọwọ wọn.",yoruba
"Nitori naa, laarin wa gẹgẹ bii Yoruba, a kọkọ nilo lati ba ara wa sọrọ ki a dẹ ṣe ẹsin wa bo ti tọ ati bo ti yẹ.",yoruba
Aarẹ Agbe’faga Agbaye ṣalaye siwaju si pe ki ọrọ naa to di ohun tawọn yoo pada gbe de ile ẹjọ lo jẹ kawọn pe ipade pẹlu awọn oṣere tiata lati sọ ẹdun ọkan awọn.,yoruba
© 2024 BBC. BBC kò mọ̀ nípa àwọn ohun tí ó wà ní àwọn ojú òpó tí ó wà ní ìta. Ọwọ́ tí a fi mú ìbáṣepọ̀ ti ìta.,yoruba
Èèyàn mẹ́ta dèrò àhámọ́ lórílẹ́èdè Benin lórí ẹ̀sùn pé wọ́n fẹ́ dìtẹ̀ gbàjọba,yoruba
Mọ nípa ààrùn West Nile tí kò gbọ̀ oògùn tí ẹ̀fọn ń gbé kírí,yoruba
Israel ń bá Hezbollah ta ayò àmọ́ ọ̀tá tó burú ló ń kojú,yoruba
Àlàyé lórí ìdájọ́ ikú fáwọn ọ̀daràn márùn ún tó digunjalè ní bánkì nílùú Offa níbi tọ́pọ̀ ẹ̀mí ti ṣòfò,yoruba
"""Mo gbàdúrà pé kí n jẹ́ ẹlẹ́mìí gígùn, kí ń le è máa ṣe àwọn nǹkan mèremère ní orúkọ bàbá mi"" - Rukayat Gawat",yoruba
"Àwọn ẹlẹ́sìn ìbílẹ̀ ní àwọn òṣèré tíátà ń tàbùkù ìṣẹ̀ṣe nínú fíìmù, àwọn òṣèré fèsì",yoruba
Ìdí rèé tí ìjọba fi gbọdọ̀ yọ owó ìrànwọ́ orí epo pátápátá - Dangote,yoruba
"Wọ́n ti sin òkú Rukayat Gawat, akọrin Islam tó jáde láyé",yoruba
Wo ọ̀nà táwọn ọmọ ilẹ̀ Amẹ́ríkà tó wà ní Naijiria yóò gbà dìbò tó ń bọ̀,yoruba
Bàbá Sàlá ló já ọ̀rá ẹ̀bùn eré ìtàgé lára mi lọ́dún 1990 – Gabriel Afolayan,yoruba
Wo oyè pàtàkì méje nílẹ̀ Yorùbá tó wà fáwọn obìnrin alágbára,yoruba
Rògbòdìyàn bẹ́ sílẹ̀ lẹ́yìn tí àjọ elétò ìdìbò KWSIEC kéde pé APC jáwé olúborí ní gbogbo ìjọba ìbílẹ̀ Kwara,yoruba
"Iná mọ̀nà-mọ́ná pa ọmọ ọdún 13 l'Ogun, ọlọ́pàá bá òkú rẹ̀ lọ́wọ́ afurasí tó ti gé ọwọ́ rẹ̀ méjèéjì",yoruba
Ọlọ́pàá yìnbọn pa dókítà tí wọ́n fẹ̀sùn kàn pé ó sọ̀rọ̀ òdì sí ẹ̀sìn Islam,yoruba
Ìjọba Canada gbé òfin tuntun fáwọn tó bá fẹ́ jápa lọ sí orílẹ̀èdè náà,yoruba
"Oríṣun àwòrán, Others",yoruba
"Wọn ti sin oku gbajugbaja akọrin ẹsin Isilaamu, Rukayat Gawat Oyefeso.",yoruba
"Ilu Ayepe-Ijebu, tii ṣe ilu ọkọ rẹ, Shakiru Oyefeso, ni wọn sin oloogbe Rukayat si ni ọsan ọjọ Iṣẹgun.",yoruba
"Nibi eto isinku naa to waye ni ilana ẹsin Isilaamu, ni awọn ẹbi, ara, ọrẹ ati awọn abanikẹdun mii peju si.",yoruba
"Owurọ ọjọ Iṣẹgun, ọjọ kẹrinlelogun, oṣu Kẹsan-an, ọdun 2024, ni oloogbe dagbere faye.",yoruba
"Botilẹ jẹ wi pe a ko le fidi ohun to pa a mulẹ, awọn akẹẹgbẹ rẹ to ba BBC sọrọ salaye pe aisan ranpẹ lo pa a.",yoruba
"Nigba to n tara poro nipa iku aitọjọ to pa Rukayat, Barrytide sọ pe:",yoruba
"‘’Haa, Aduke ti lọ o, o ti lọ o. Mi o riru eleyi ri o.",yoruba
"Eleyii ju ẹmi mi lọ o, iwaju ẹ la wa bayii o, ta n pe e, ti ko dahun o.",yoruba
"Aduke ti lọ o, eleyii pọ, haa.""",yoruba
"‘’Wọn lo rẹ ẹ ni o. Lọjọ party Temi-ni- Suceess, a jọ wa nibẹ ni, ọjọ yẹn ni mo ri Aduke gbẹyin, ṣugbọn a maa n sọrọ daadaa.",yoruba
"‘’Eeyan daadaa ni, oni la maa sin, ko sẹni kan to gẹẹti ara ẹ ninu gbogbo wa bayii o.’’",yoruba
"Oríṣun àwòrán, Other",yoruba
"Lẹ́yìn ọdún méjìlá tí Bàbá rẹ̀ dàwátì, Rukayat Gawat, gbajúmọ̀ olórin Islam, jáde láyé",yoruba
"Ọmọ Oloogbe Abdulrasak Gawat, atọkun eto ‘Ẹ ji saari’ lorii tẹlifiṣan nigba kan ni Ruqayat Gawat.",yoruba
"Lasiko aawẹ Ramadan ni Rasak Gawat maa n ṣe eto rẹ, nigba ti awọn musulumi ba n ji saari lọwọ.",yoruba
"Awọn ẹbun rabandẹ bii ilẹ, aṣọ olowo nla, apo irẹsi ati bẹẹ bẹẹ lọ ti Baba Ruka maa n pin lori eto naa lo sọ ọ di ko ṣee ma wo fun awọn eniyan, titi kan awọn ti ki i ṣe musulumi.",yoruba
"Ṣadeede ni Abdulrasak di awati, ninu oṣu keje ọdun 2012.",yoruba
"Mọto rẹ ni wọn deede ba lori afara ẹlẹkẹẹta (3rd Mainland bridge nipinlẹ Eko), lati ọdun naa ni wọn ko si ti ri Gawat mọ.",yoruba
"Wọn ko ri oku rẹ, bẹẹ ni ẹnikẹni ko foju kan an mọ titi doni.",yoruba
"Iṣẹlẹ iku baba rẹ lo sọ Rukayat Gawat aya Oyefeso di olorin Islam, nigba to gbe awo akọkọ rẹ to pe ni ‘’ Aye le’’ jade.",yoruba
Ninu awo naa lo ti sunkun kikoro lati daro baba rẹ.,yoruba
Ọpọlọpọ olorin Islam ni Ruka ti ba kọ orin papọ yatọ si awọn orin tiẹ to da kọ.,yoruba
"Awọn bii Saoti Arewa, Ere Asalatu, Amina ọmọ t’ayebi ati bẹẹ bẹẹ lọ.",yoruba
